nf	26391
mo	26391
hi	26391
gi	26391
zo	25649
ul	25649
sl	25649
rz	25649
od	25649
mu	25649
je	25649
hn	25649
ak	25649
zw	24849
ox	24849
nu	24849
ls	24849
lk	24849
ia	24849
bl	24849
ad	24849
za	23979
po	23979
id	23979
bu	23979
tq	23026
tg	23026
pt	23026
pp	23026
oz	23026
ku	23026
do	23026
zt	21972
vx	21972
ua	21972
sg	21972
rh	21972
qr	21972
pl	21972
ja	21972
fl	21972
tk	20794
rw	20794
of	20794
nb	20794
hu	20794
ht	20794
dz	20794
dt	20794
bx	20794
bs	20794
aj	20794
aa	20794
ub	19459
sk	19459
op	19459
nr	19459
iv	19459
gn	19459
fs	19459
fi	19459
ds	19459
dp	19459
bh	19459
ap	19459
xq	17918
tw	17918
sz	17918
sh	17918
pu	17918
nw	17918
lf	17918
lb	17918
ep	17918
ea	17918
sf	16094
ot	16094
lq	16094
kn	16094
iz	16094
ic	16094
ek	16094
av	16094
xc	13863
va	13863
uh	13863
tp	13863
tn	13863
th	13863
sy	13863
sd	13863
qo	13863
pi	13863
og	13863
nl	13863
lr	13863
ln	13863
lm	13863
kz	13863
ks	13863
kg	13863
ju	13863
ik	13863
go	13863
bk	13863
bg	13863
zl	10986
zh	10986
yr	10986
wx	10986
ud	10986
sr	10986
sn	10986
qw	10986
qh	10986
ow	10986
nh	10986
lh	10986
kf	10986
jo	10986
ib	10986
ev	10986
co	10986
bo	10986
uk	6931
uc	6931
tv	6931
tf	6931
tb	6931
sw	6931
sv	6931
sm	6931
rp	6931
qn	6931
qk	6931
qb	6931
ov	6931
nv	6931
nm	6931
mf	6931
lv	6931
kb	6931
ip	6931
gk	6931
gf	6931
fn	6931
dw	6931
ca	6931
bz	6931
bt	6931
az	6931
zz	0
zy	0
zv	0
zs	0
zr	0
zq	0
zp	0
zn	0
zm	0
zk	0
zj	0
zg	0
zf	0
zd	0
zc	0
zb	0
yz	0
yy	0
yx	0
yw	0
yv	0
yu	0
yt	0
ys	0
yq	0
yp	0
yo	0
yn	0
ym	0
yl	0
yk	0
yj	0
yi	0
yh	0
yg	0
yf	0
ye	0
yd	0
yc	0
yb	0
ya	0
xy	0
xx	0
wz	0
wy	0
ww	0
wv	0
wt	0
ws	0
wr	0
wq	0
wp	0
wn	0
wm	0
wl	0
wk	0
wj	0
wh	0
wg	0
wf	0
wd	0
wc	0
wb	0
vz	0
vy	0
vw	0
vv	0
vu	0
vt	0
vs	0
vr	0
vq	0
vp	0
vn	0
vm	0
vl	0
vk	0
vj	0
vi	0
vh	0
vg	0
vf	0
vd	0
vc	0
vb	0
uz	0
uy	0
uw	0
uv	0
uu	0
uo	0
uj	0
ui	0
ty	0
tm	0
tj	0
td	0
tc	0
sj	0
sc	0
ry	0
rv	0
rj	0
rc	0
qz	0
qy	0
qv	0
qq	0
qp	0
qm	0
qj	0
qg	0
qf	0
qd	0
qc	0
pz	0
py	0
px	0
pw	0
pv	0
ps	0
pq	0
pn	0
pm	0
pk	0
pj	0
ph	0
pg	0
pd	0
pc	0
pb	0
oy	0
ou	0
oo	0
oj	0
oi	0
oc	0
oa	0
ny	0
nq	0
np	0
nj	0
nc	0
mz	0
my	0
mw	0
mv	0
ms	0
mr	0
mq	0
mn	0
ml	0
mk	0
mj	0
mh	0
mg	0
md	0
mc	0
lz	0
ly	0
lw	0
lp	0
lj	0
lc	0
ky	0
kw	0
kv	0
kq	0
kp	0
km	0
kk	0
kj	0
kh	0
kd	0
kc	0
jz	0
jy	0
jx	0
jw	0
jv	0
jt	0
js	0
jr	0
jq	0
jp	0
jn	0
jm	0
jl	0
jk	0
jj	0
ji	0
jh	0
jg	0
jf	0
jd	0
jc	0
jb	0
iy	0
iw	0
iu	0
ij	0
ii	0
hz	0
hy	0
hx	0
hw	0
hv	0
hs	0
hq	0
hp	0
hk	0
hj	0
hh	0
hg	0
hf	0
hd	0
hc	0
hb	0
gz	0
gy	0
gw	0
gv	0
gq	0
gp	0
gm	0
gj	0
gh	0
gg	0
gd	0
gc	0
gb	0
fz	0
fy	0
fw	0
fv	0
fq	0
fp	0
fm	0
fk	0
fj	0
fh	0
fg	0
fd	0
fc	0
fb	0
ey	0
eo	0
ej	0
dy	0
dv	0
dq	0
dn	0
dm	0
dk	0
dj	0
dh	0
dg	0
df	0
dd	0
dc	0
db	0
cz	0
cy	0
cx	0
cw	0
cv	0
cu	0
ct	0
cs	0
cr	0
cq	0
cp	0
cn	0
cm	0
cl	0
cj	0
ci	0
ch	0
cg	0
cf	0
ce	0
cd	0
cc	0
cb	0
by	0
bw	0
bv	0
bq	0
bp	0
bn	0
bm	0
bj	0
bf	0
bd	0
bc	0
bb	0
ay	0
aw	0
ao	0
ac	0
